LDA_MAV,LDA_RMS,LDA_VAR,LDA_WL,LDA_ZC,label
2.380741363112835,2.7574191795038714,2.2851286292450346,2.4014909359182046,0.03885452060458344,1
3.5884996368923643,3.4852203458404123,3.270623456158961,3.663349239227291,0.511384704614408,1
1.1534402454787627,1.3678813875725084,0.6772751203079739,1.1767089372861783,0.945444820131429,1
4.086848713169732,3.6140650838623065,3.901571781650736,4.104916258461766,1.155261576368698,1
1.1800517481627735,1.4985429801190855,0.7327943619737758,1.395364032679346,0.2082991983797781,1
4.7200002726744295,4.110907319722364,4.6193125407137305,4.683566545116316,1.2052489855876636,1
0.7715785151080846,1.2672356351051735,0.4228204079615003,0.8326176892958247,1.5416217446110911,1
3.402034865753116,3.14474559607583,2.7215069623652623,3.546344439836253,0.21426744762753444,1
0.9566132359017677,1.332856292498863,0.5540492074598173,1.0039010202231229,1.3967219740975079,1
3.725577559835855,3.377522798416114,3.352428020507157,3.8804371642422217,0.9911269870087954,1
1.0610344240475504,1.3114945990840987,0.6334592121840424,1.1386239291004046,2.311650131941842,1
3.878040567646858,3.5584652051404526,3.374735231896072,4.098235593036235,0.9835833242955578,1
1.0546077240577425,1.4706215936223934,0.6053586098863208,1.1674502155938753,0.44152333455717463,1
3.230005590785876,3.22707393465754,2.9018499977898995,3.3740703321005,0.8346510551431792,1
0.9824390809292889,1.3447836731221945,0.6270625640376257,1.1054890289797883,1.4949025824295512,1
3.1684316708435505,3.079843343509199,2.469186899925491,3.1513978001466545,-0.5608967940147102,1
0.9506728054849064,1.4438054605031068,0.5997897177471744,0.9711339134656867,2.2531207445009755,1
3.5818869250841683,3.3418572416232437,2.6825528535728327,3.7668288148150912,1.9785500197306762,1
1.0981373392471143,1.5624852728454637,0.7202278455430783,1.0041578455999816,0.0744522969584619,1
2.836825027802611,2.562697819086237,2.3159262265855394,2.88126755203553,0.46383961186143424,1
0.9441960429239373,1.241992353653984,0.6660794038872477,1.0851125089679465,1.3904453337878735,0
-2.4562004194461435,-2.420479598945361,-2.8802910494885694,-2.268420445170646,-0.12695241774320637,0
1.3333026034725084,1.4610978857748242,1.0126329305753854,1.4370330099772346,1.3690182640984265,0
-2.8857922351640237,-2.646239135359672,-3.691456277502345,-2.611946606384608,-0.5076694224699088,0
0.7745775418400604,0.4045065160933739,0.2577356994459251,0.8698822790782249,0.5259583564958575,0
-2.869671769816122,-2.6368373157373255,-3.61788441671511,-2.867654097327392,-0.2638459728344632,0
0.10027788842139998,-0.7205516538696353,-0.4428112924848336,0.17011614793463647,0.4264760340775337,0
-2.777933943639452,-2.553953567898782,-3.321998420778889,-2.4174439925602056,-0.20438200542555515,0
-0.38032903720794026,-0.861560864791821,-0.5302002746602248,-0.3786752142384335,0.3303379085998517,0
-3.334194511520653,-2.91286974864203,-3.642739417160489,-3.1547582437458686,0.3038752813758034,0
1.2795301765488023,1.4370584179502666,1.0413812593550522,1.3946438096653984,1.9024363188884443,0
-2.37665338772916,-2.298300785720764,-3.311035094354888,-2.2889485264589626,-0.3874400697845579,0
